@relation SampleTrainData

@attribute avgSpeed numeric
@attribute avgAcc numeric
@attribute maxSpeed numeric
@attribute minSpeed numeric
@attribute 'transportation mode' {Stationary,Walking,Bicycle,Bus,Train,Car}

@data
52.154951,0.829081,133.764981,6.168947,Car
0.014984,0.045851,0.015522,0.012502,Stationary
4.220929,0.248196,7.71789,0.311345,Walking
21.173541,0.949602,9.529297,1.923567,Bicycle
43.938472,1.880112,67.468321,3.470453,Bus
128.417544,0.842285,153.182301,28.266556,Train
54.025856,1.411582,61.072621,21.486501,Car
0.018787,0.035006,0.018734,0.002889,Stationary
4.012866,0.200427,9.57272,1.068798,Walking
18.503695,0.967835,7.609566,3.446701,Bicycle
35.962176,2.708097,56.134904,8.001103,Bus
74.255883,0.662142,107.730418,3.818903,Train
43.938687,2.716305,144.043679,11.923124,Car
0.015262,0.034233,0.012643,0.011373,Stationary
6.953406,0.210884,6.80812,0.701012,Walking
24.074794,1.173195,31.253018,0.256716,Bicycle
37.809925,2.716051,70.609061,2.782127,Bus
101.29357,0.906758,132.780028,9.293295,Train
77.379874,1.661864,101.548942,6.672058,Car
0.011757,0.034535,0.010985,0.000649,Stationary
4.002242,0.287255,9.537837,0.675469,Walking
22.29943,0.825438,23.130705,2.554057,Bicycle
44.298837,2.821688,59.622988,14.871994,Bus
94.709191,0.395848,112.983499,18.984456,Train
76.144805,2.482815,122.436834,9.497431,Car
0.010222,0.024448,0.018926,0.007731,Stationary
5.353686,0.283133,12.036454,0.501615,Walking
14.461741,0.671708,2.391947,4.018395,Bicycle
42.962679,0.669879,54.955534,0.257955,Bus
92.80224,0.557346,120.594931,25.769808,Train
54.89391,1.850486,122.388951,18.988717,Car
0.014835,0.038489,0.011514,0.019011,Stationary
4.549804,0.50628,8.765579,0.893204,Walking
16.36003,0.637702,9.027222,1.09995,Bicycle
26.085526,0.973827,60.908002,14.535197,Bus
80.806704,0.317508,105.185817,18.595124,Train
73.644338,2.924963,76.270766,0.774966,Car
0.014464,0.044624,0.013855,0.019174,Stationary
8.457802,0.528747,12.30143,1.399528,Walking
19.416492,0.698899,32.675698,3.283804,Bicycle
25.306182,1.501842,53.405093,9.797464,Bus
58.041848,0.853344,130.721809,27.806152,Train
66.695943,1.185467,135.994648,6.576678,Car
0.019422,0.0382,0.012407,0.015003,Stationary
8.359076,0.48631,5.376029,0.107707,Walking
20.381193,0.647354,22.088038,2.658734,Bicycle
43.221256,1.695444,57.020939,2.593915,Bus
103.418359,0.918255,146.830361,10.5496,Train
89.273625,1.884604,64.09521,20.110128,Car
0.016903,0.05772,0.014104,0.00054,Stationary
5.522985,0.55438,10.509547,0.310161,Walking
17.965183,0.904164,18.356124,0.530763,Bicycle
51.170151,2.074773,75.256757,3.757249,Bus
104.947908,0.978489,124.563984,6.091396,Train
73.656508,1.938772,101.091357,14.698732,Car
